# time,position_x,position_y
0.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000111e-01
1.250000000000000000e-01,-3.262499999999999845e-01,-4.500000000000000111e-01
2.500000000000000000e-01,-6.525000000000000799e-01,-4.500000000000000111e-01
3.750000000000000000e-01,-9.787499999999998979e-01,-4.500000000000000111e-01
5.000000000000000000e-01,-1.305000000000000160e+00,-4.500000000000000111e-01
6.250000000000000000e-01,-1.631250000000000089e+00,-4.500000000000000111e-01
7.500000000000000000e-01,-1.957500000000000018e+00,-4.500000000000000111e-01
8.750000000000000000e-01,-2.283750000000000391e+00,-4.500000000000000111e-01
1.000000000000000000e+00,-2.610000000000000320e+00,-4.500000000000000111e-01
1.125000000000000000e+00,-2.936250000000000249e+00,-4.500000000000000111e-01
1.250000000000000000e+00,-3.262500000000000178e+00,-4.500000000000000111e-01
1.375000000000000000e+00,-3.588750000000000107e+00,-4.500000000000000111e-01
1.500000000000000000e+00,-3.915000000000000036e+00,-4.500000000000000111e-01
1.625000000000000000e+00,-4.241249999999999964e+00,-4.500000000000000111e-01
1.750000000000000000e+00,-4.567499999999999893e+00,-4.500000000000000111e-01
1.875000000000000000e+00,-4.893749999999999822e+00,-4.500000000000000111e-01
2.000000000000000000e+00,-5.219999999999999751e+00,-4.500000000000000111e-01
2.125000000000000000e+00,-5.546249999999999680e+00,-4.500000000000000111e-01
2.250000000000000000e+00,-5.872499999999999609e+00,-4.500000000000000111e-01
2.375000000000000000e+00,-6.198749999999999538e+00,-4.500000000000000111e-01
2.500000000000000000e+00,-6.524999999999999467e+00,-4.500000000000000111e-01
2.625000000000000000e+00,-6.851249999999999396e+00,-4.500000000000000111e-01
2.750000000000000000e+00,-7.177500000000000213e+00,-4.500000000000000111e-01
2.875000000000000000e+00,-7.503749999999999254e+00,-4.500000000000000111e-01
3.000000000000000000e+00,-7.830000000000000071e+00,-4.500000000000000111e-01
3.125000000000000000e+00,-8.156250000000000000e+00,-4.500000000000000111e-01
3.250000000000000000e+00,-8.482499999999999929e+00,-4.500000000000000111e-01
3.375000000000000000e+00,-8.808749999999999858e+00,-4.500000000000000111e-01
3.500000000000000000e+00,-9.134999999999998010e+00,-4.500000000000000111e-01
3.625000000000000000e+00,-9.461249999999999716e+00,-4.500000000000000111e-01
3.750000000000000000e+00,-9.787499999999997868e+00,-4.500000000000000111e-01
3.875000000000000000e+00,-1.011374999999999957e+01,-4.500000000000000111e-01
4.000000000000000000e+00,-1.043999999999999950e+01,-4.500000000000000111e-01
4.125000000000000000e+00,-1.076624999999999943e+01,-4.500000000000000111e-01
4.250000000000000000e+00,-1.109249999999999936e+01,-4.500000000000000111e-01
4.375000000000000000e+00,-1.141874999999999929e+01,-4.500000000000000111e-01
4.500000000000000000e+00,-1.174499999999999922e+01,-4.500000000000000111e-01
4.625000000000000000e+00,-1.207124999999999915e+01,-4.500000000000000111e-01
4.750000000000000000e+00,-1.239749999999999908e+01,-4.500000000000000111e-01
4.875000000000000000e+00,-1.272374999999999545e+01,-4.500000000000000111e-01
5.000000000000000000e+00,-1.304999999999999005e+01,-4.500000000000000111e-01
