# pos_1,concentration
1.389139705019461386e-03,6.456711514299717791e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,1.148183714244042086e+00
1.389139705019461560e-02,2.582684605719886672e+00
2.470278535103651030e-02,3.630875709323088674e-01
4.392845456035934792e-02,2.041791457982193858e-01
7.811706625951746197e-02,6.889102285464252517e-01
1.389139705019461490e-01,1.355909418002940292e+00
2.470278535103651030e-01,6.898663847713868424e-01
4.392845456035935348e-01,1.306746533108604336e+00
7.811706625951745364e-01,9.300288085376740010e-01
