# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,3.424033333333333790e-02
-1.812500000000000000e+00,1.225826250000000006e-01
-1.687500000000000000e+00,2.963145263157894171e-01
-1.562500000000000000e+00,2.452361052631578942e-01
-1.437500000000000000e+00,1.732118157894736998e-01
-1.312500000000000000e+00,3.037132513661202071e-01
-1.187500000000000000e+00,1.882643524590164319e-01
-1.062500000000000000e+00,2.900891835937500218e-01
-9.375000000000000000e-01,2.409200858934168465e-01
-8.125000000000000000e-01,1.976978995705318543e-01
-6.875000000000000000e-01,1.981086814675120933e-01
-5.625000000000000000e-01,1.776701920690329228e-01
-4.375000000000000000e-01,1.677907846463487784e-01
-3.125000000000000000e-01,1.258865864703908599e-01
-1.875000000000000000e-01,7.642276090190266991e-02
-6.250000000000000000e-02,2.475493924389574399e-02
6.250000000000000000e-02,-3.219254821157420399e-02
1.875000000000000000e-01,-7.747405240700760976e-02
3.125000000000000000e-01,-1.232194166607910729e-01
4.375000000000000000e-01,-1.676810098410715377e-01
5.625000000000000000e-01,-1.891221879882815926e-01
6.875000000000000000e-01,-2.234852323326493306e-01
8.125000000000000000e-01,-2.481678435888627077e-01
9.375000000000000000e-01,-2.376863179972940054e-01
1.062500000000000000e+00,-2.834581164483263027e-01
1.187500000000000000e+00,-2.897826363636363811e-01
1.312500000000000000e+00,-2.401107419354839567e-01
1.437500000000000000e+00,-8.809142857142855665e-02
1.562500000000000000e+00,-1.819918750000000876e-02
1.687500000000000000e+00,-2.686382222222222227e-01
1.812500000000000000e+00,nan
1.937500000000000000e+00,nan
