# value,p_w
8.984375000000000000e-02,2.135632149697739169e-04
2.695312500000000000e-01,1.844089025068746703e-03
4.492187500000000000e-01,5.232404696850747640e-03
6.289062500000000000e-01,9.542167786300896626e-03
8.085937500000000000e-01,1.436923081426000337e-02
9.882812500000000000e-01,1.934792089851724781e-02
1.167968750000000000e+00,2.633010643483052471e-02
1.347656250000000000e+00,3.147591924361800575e-02
1.527343750000000000e+00,3.804973450658696854e-02
1.707031250000000000e+00,4.476681040983355314e-02
1.886718750000000000e+00,4.919100573519456787e-02
2.066406250000000000e+00,5.518354179340661386e-02
2.246093750000000000e+00,6.150186453072364889e-02
2.425781250000000000e+00,6.541935216763412886e-02
2.605468750000000000e+00,7.073014447712022701e-02
2.785156250000000000e+00,7.719265420483435725e-02
2.964843750000000000e+00,7.760909310687744145e-02
3.144531250000000000e+00,8.393153213765544574e-02
3.324218750000000000e+00,8.989275886396068393e-02
3.503906250000000000e+00,9.112257140722490600e-02
3.683593750000000000e+00,9.423491278826200135e-02
3.863281250000000000e+00,9.815063553618401382e-02
4.042968750000000000e+00,1.004023322553456166e-01
4.222656250000000000e+00,1.010176526398233743e-01
4.402343750000000000e+00,1.030557166614078646e-01
4.582031250000000000e+00,1.045078190419880121e-01
4.761718750000000000e+00,1.063487895809284295e-01
4.941406250000000000e+00,1.072576927048358164e-01
5.121093750000000000e+00,1.095717663600938585e-01
5.300781250000000000e+00,1.107848193653055840e-01
5.480468750000000000e+00,1.103071141614741790e-01
5.660156250000000000e+00,1.125471940665173365e-01
5.839843750000000000e+00,1.123886607693493633e-01
6.019531250000000000e+00,1.134631761300030905e-01
6.199218750000000000e+00,1.126850970596057905e-01
6.378906250000000000e+00,1.152946540628303346e-01
6.558593750000000000e+00,1.157791389309205110e-01
6.738281250000000000e+00,1.173824209008895725e-01
6.917968750000000000e+00,1.157024845962448117e-01
7.097656250000000000e+00,1.151759508609417892e-01
7.277343750000000000e+00,1.131268696344343988e-01
7.457031250000000000e+00,1.138250508551727214e-01
7.636718750000000000e+00,1.150156563361316997e-01
7.816406250000000000e+00,1.124706618026575650e-01
7.996093750000000000e+00,1.126444963936779065e-01
8.175781250000000000e+00,1.119201989047203388e-01
8.355468750000000000e+00,1.106688856253748715e-01
8.535156250000000000e+00,1.085089414920689388e-01
8.714843750000000000e+00,1.084968800012876822e-01
8.894531250000000000e+00,1.069462551282828189e-01
9.074218750000000000e+00,1.049717930412673444e-01
9.253906250000000000e+00,1.028513877415304922e-01
9.433593750000000000e+00,1.038675139671975528e-01
9.613281250000000000e+00,1.039011462348894826e-01
9.792968750000000000e+00,1.026730990453518927e-01
9.972656250000000000e+00,9.925988115015089985e-02
1.015234375000000000e+01,9.767721499729369039e-02
1.033203125000000000e+01,9.729939508157492423e-02
1.051171875000000000e+01,9.450400661551144887e-02
1.069140625000000000e+01,9.334074362892680332e-02
1.087109375000000000e+01,9.320087893902687104e-02
1.105078125000000000e+01,9.176103212748415450e-02
1.123046875000000000e+01,9.009101674191984099e-02
1.141015625000000000e+01,8.718989188998056694e-02
